# 출처 K카(kcar.com) 직영 매물 목록 API. 수집 2026-09-08 17:21 KST. 수집 968대 중 조건 통과 319대. 개인 검토용 비공식 분석, 상업적 이용 금지. total_cost/insurance_history/owner_changes/listed_date/warranty 는 상세 페이지가 robots.txt Disallow 라 미수집(null).
id,url,maker,model,model_group,full_name,trim,trim_series,year_month,year,model_year,km,price,total_cost,total_cost_est,fuel,fuel_raw,transmission,cc,body_type,category_raw,accident,insurance_history,owner_changes,options,location,listed_date,warranty,photo,use_tag,rent_reg,reg_type,group_key,group_n,group_median_price,group_median_km,price_gap,km_gap,group_note,score
EC61375170,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61375170,기아,쏘울 부스터,쏘울,기아 쏘울 부스터 1.6 T-GDI 프레스티지 ,1.6 T-GDI 프레스티지,1.6,2020-06,2020,2021,101382,1120,,1201,가솔린,가솔린,오토,1591,세단,준중형차,무사고,,,후방카메라|통풍시트|열선시트|스마트키|내비,세종공주직영점 충남,,,https://img.kcar.com/3dcarpicture/2026/06/169/61375170_2/main/main780.jpg,,N,SELL,쏘울 부스터 2020±1,6,1210.0,95705,0.0744,-0.0593,,41.2
EC61380473,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61380473,현대,올 뉴 투싼,투싼,현대 올 뉴 투싼 디젤 1.7 2WD 스마트,디젤 1.7 2WD 스마트,디젤,2017-10,2017,2018,94738,1050,,1126,디젤,디젤,오토,1685,SUV,SUV,무사고,,,후방카메라|열선시트|스마트키|내비,대전유성직영점 충남,,,https://img.kcar.com/3dcarpicture/2026/07/148/61380473_1/main/main780.jpg,출퇴근용|영업용,N,SELL,올 뉴 투싼 2017±1,8,1175.0,84077,0.1064,-0.1268,,41.0
EC61353632,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61353632,기아,쏘울 부스터,쏘울,기아 쏘울 부스터 1.6 T-GDI 프레스티지 ,1.6 T-GDI 프레스티지,1.6,2019-12,2019,2019,100478,1020,,1094,가솔린,가솔린,오토,1591,세단,준중형차,단순수리,,,후방카메라|열선시트|스마트키,시흥직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture05/pic6135/kcarM_61353632_045.jpg,,N,SELL,쏘울 부스터 2019±1,6,1210.0,95705,0.157,-0.0499,,41.0
EC61401365,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61401365,기아,올 뉴 카니발,카니발,기아 올 뉴 카니발 9인승 럭셔리 ,9인승 럭셔리,9인승,2017-11,2017,2018,86333,990,,1062,디젤,디젤,오토,2199,미니밴,RV,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,안양직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61401365_045.jpg,출퇴근용|영업용,N,SELL,올 뉴 카니발 2017±1,12,1180.0,88417,0.161,0.0236,,40.7
EC61392438,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61392438,현대,그랜저 IG,그랜저,현대 그랜저 IG 2.4 모던 ,2.4 모던,2.4,2019-01,2019,2019,67657,1240,,1330,가솔린,가솔린,오토,2359,세단,대형차,단순수리,,,후방카메라|열선시트|스마트키|내비|크루즈,오산동탄직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture09/pic6139/kcarM_61392438_045.jpg,,N,SELL,그랜저 IG 2019±1,14,1245.0,106593,0.004,0.3653,,40.6
EC61398196,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61398196,기아,스토닉,스토닉,기아 스토닉 1.4 가솔린 프레스티지,1.4 가솔린 프레스티지,1.4,2018-01,2018,2018,64941,1230,,1319,가솔린,가솔린,오토,1368,SUV,SUV,무사고,,,후방카메라|열선시트|스마트키|내비|크루즈,천안직영점 충남,,,https://img.kcar.com/carpicture/carpicture09/pic6139/kcarM_61398196_045.jpg,,N,SELL,스토닉 2018±1 / 1.4 계열,19,1120,77185,-0.0982,0.1586,트림계열 세분(가격 산포 큼),40.6
EC61408314,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61408314,기아,더 뉴 K5 2세대,K5,기아 더 뉴 K5 2세대 2.0 LPI 장애인용 노블레스,2.0 LPI 장애인용 노블레스,2.0,2018-09,2018,2019,34562,1170,,1255,LPG,LPG,오토,1999,세단,중형차,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,영등포직영점 서울,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61408314_045.jpg,영업용,N,SELL,더 뉴 K5 2세대 2018±1,14,1175.0,79514,0.0043,0.5653,,40.6
EC61395300,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61395300,기아,K5 2세대,K5,기아 K5 2세대 2.0 MX 럭셔리,2.0 MX 럭셔리,2.0,2017-03,2017,2017,109176,830,,891,가솔린,가솔린,오토,1999,세단,중형차,단순수리,,,후방카메라|열선시트|내비|크루즈,안양직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture09/pic6139/kcarM_61395300_045.jpg,,N,SELL,K5 2세대 2017±1,8,980.0,103084,0.1531,-0.0591,,40.5
EC61404765,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61404765,기아,스토닉,스토닉,기아 스토닉 1.6 디젤 트렌디,1.6 디젤 트렌디,1.6,2018-07,2018,2018,110022,890,,955,디젤,디젤,오토,1582,SUV,SUV,무사고,,,후방카메라|열선시트|스마트키|내비|크루즈,일산직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61404765_045.jpg,출퇴근용|영업용,N,SELL,스토닉 2018±1 / 1.6 계열,19,990,86076,0.101,-0.2782,트림계열 세분(가격 산포 큼),40.1
EC61402417,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61402417,기아,니로,니로,기아 니로 럭셔리 ,럭셔리,럭셔리,2017-07,2017,2018,113747,1090,,1169,하이브리드,가솔린+전기,오토,1580,SUV,SUV,단순수리,,,후방카메라|열선시트|내비,안산직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/08/164/61402417_2/main/main780.jpg,영업용,N,SELL,니로 2017±1,14,1235.0,100974,0.1174,-0.1265,,40.1
EC61392601,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61392601,현대,더 뉴 아반떼 AD,아반떼,현대 더 뉴 아반떼 AD 1.6 스마트,1.6 스마트,1.6,2018-10,2018,2019,11317,1230,,1319,가솔린,가솔린,오토,1598,세단,준중형차,단순수리,,,후방카메라|열선시트|스마트키|내비,포항직영점 경북,,,https://img.kcar.com/3dcarpicture/2026/08/162/61392601_1/main/main780.jpg,,N,SELL,더 뉴 아반떼 AD 2018±1,17,1190,84121,-0.0336,0.8655,,40.0
EC61408265,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61408265,현대,i30 (PD),i30,현대 i30 (PD) 1.6 터보 스포츠 프리미엄,1.6 터보 스포츠 프리미엄,1.6,2018-12,2018,2018,51292,1290,,1383,가솔린,가솔린,오토,1591,해치백,준중형차,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈|선루프,오산동탄직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/09/093/61408265_1/main/main780.jpg,,N,SELL,i30 (PD) 2018±1,8,1165.0,86606,-0.1073,0.4078,,40.0
EC61397248,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61397248,현대,코나,코나,현대 코나 1.6 터보 2WD 프리미엄,1.6 터보 2WD 프리미엄,1.6,2018-03,2018,2018,20519,1300,,1394,가솔린,가솔린,오토,1591,SUV,SUV,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,영등포직영점 서울,,,https://img.kcar.com/carpicture/carpicture09/pic6139/kcarM_61397248_045.jpg,,N,SELL,코나 2018±1,15,1120,95645,-0.1607,0.7855,,40.0
EC61404338,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61404338,현대,벨로스터 (JS),벨로스터,현대 벨로스터 (JS) 1.4 터보 모던 코어,1.4 터보 모던 코어,1.4,2019-12,2019,2019,65057,1090,,1169,가솔린,가솔린,오토,1353,해치백,준중형차,단순수리,,,후방카메라|열선시트|스마트키|내비|크루즈,수원신갈직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61404338_045.jpg,,N,SELL,벨로스터 (JS) 2019±1,3,1020,101634,-0.0686,0.3599,,40.0
EC61410070,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61410070,현대,더 뉴 아반떼 AD,아반떼,현대 더 뉴 아반떼 AD 1.6 스마트,1.6 스마트,1.6,2018-11,2018,2019,54193,1250,,1340,가솔린,가솔린,오토,1598,세단,준중형차,단순수리,,,후방카메라|열선시트|스마트키|내비,서부산직영점 경남,,,https://img.kcar.com/carpicture/carpicture01/pic6141/kcarM_61410070_045.jpg,,N,SELL,더 뉴 아반떼 AD 2018±1,17,1190,84121,-0.0504,0.3558,,40.0
EC61392405,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61392405,기아,K5 2세대,K5,기아 K5 2세대 2.0 MX 스타일 에디션,2.0 MX 스타일 에디션,2.0,2017-10,2017,2018,20889,1130,,1212,가솔린,가솔린,오토,1999,세단,중형차,단순수리,,,후방카메라|열선시트|스마트키|내비|크루즈,천안직영점 충남,,,https://img.kcar.com/carpicture/carpicture09/pic6139/kcarM_61392405_045.jpg,,N,SELL,K5 2세대 2017±1,8,980.0,103084,-0.1531,0.7974,,40.0
EC61387324,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61387324,기아,쏘울 부스터,쏘울,기아 쏘울 부스터 1.6 T-GDI 노블레스 ,1.6 T-GDI 노블레스,1.6,2019-07,2019,2019,56774,1260,,1351,가솔린,가솔린,오토,1591,세단,준중형차,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비,광명직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/07/104/61387324_1/main/main780.jpg,,N,SELL,쏘울 부스터 2019±1,6,1210.0,95705,-0.0413,0.4068,,40.0
EC61361837,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61361837,기아,더 뉴 쏘울,쏘울,기아 더 뉴 쏘울 1.6 GDi 트렌디 ,1.6 GDi 트렌디,1.6,2018-05,2018,2018,42194,1100,,1180,가솔린,가솔린,오토,1591,세단,준중형차,단순수리,,,후방카메라|열선시트|스마트키|내비,광명직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture06/pic6136/kcarM_61361837_045.jpg,,N,SELL,더 뉴 쏘울 2018±1,6,1060.0,65884,-0.0377,0.3596,,40.0
EC61400454,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61400454,기아,스토닉,스토닉,기아 스토닉 1.4 가솔린 프레스티지,1.4 가솔린 프레스티지,1.4,2017-12,2017,2018,43336,1220,,1308,가솔린,가솔린,오토,1368,SUV,SUV,단순수리,,,후방카메라|열선시트|스마트키|내비|크루즈,장한평직영점 서울,,,https://img.kcar.com/3dcarpicture/2026/08/095/61400454_4/main/main780.jpg,,N,SELL,스토닉 2017±1 / 1.4 계열,10,1115.0,71405,-0.0942,0.3931,트림계열 세분(가격 산포 큼),40.0
EC61400123,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61400123,현대,쏘나타 뉴 라이즈,쏘나타,현대 쏘나타 뉴 라이즈 2.0 스마트 ,2.0 스마트,2.0,2017-08,2017,2018,65140,1300,,1394,가솔린,가솔린,오토,1999,세단,중형차,단순수리,,,후방카메라|열선시트|스마트키|내비|크루즈,부산직영점 경남,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61400123_045.jpg,,N,SELL,쏘나타 뉴 라이즈 2017±1,25,1210,93525,-0.0744,0.3035,,40.0
EC61376054,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61376054,현대,쏘나타 뉴 라이즈,쏘나타,현대 쏘나타 뉴 라이즈 2.0 스마트 스페셜 ,2.0 스마트 스페셜,2.0,2019-01,2019,2019,64764,1300,,1394,가솔린,가솔린,오토,1999,세단,중형차,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,창원마산직영점 경남,,,https://img.kcar.com/carpicture/carpicture07/pic6137/kcarM_61376054_045.jpg,,N,SELL,쏘나타 뉴 라이즈 2019±1,16,1255.0,92748,-0.0359,0.3017,,40.0
EC61386777,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61386777,현대,쏘나타 뉴 라이즈,쏘나타,현대 쏘나타 뉴 라이즈 2.0 스마트 초이스 ,2.0 스마트 초이스,2.0,2018-09,2018,2019,36508,1290,,1383,가솔린,가솔린,오토,1999,세단,중형차,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비,분당용인직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture08/pic6138/kcarM_61386777_045.jpg,,N,SELL,쏘나타 뉴 라이즈 2018±1,28,1215.0,93053,-0.0617,0.6077,,40.0
EC61409320,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61409320,현대,더 뉴 아반떼 AD,아반떼,현대 더 뉴 아반떼 AD 1.6 스마트 초이스,1.6 스마트 초이스,1.6,2019-07,2019,2020,26895,1290,,1383,가솔린,가솔린,오토,1598,세단,준중형차,단순수리,,,후방카메라|열선시트|스마트키|내비,경기서부직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/09/143/61409320_1/main/main780.jpg,,N,SELL,더 뉴 아반떼 AD 2019±1,20,1180.0,84434,-0.0932,0.6815,,40.0
EC61394744,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61394744,현대,쏘나타 뉴 라이즈,쏘나타,현대 쏘나타 뉴 라이즈 2.0 스마트 ,2.0 스마트,2.0,2017-11,2017,2018,111351,1050,,1126,가솔린,가솔린,오토,1999,세단,중형차,단순수리,,,후방카메라|열선시트|스마트키|내비|크루즈|선루프,안성직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/08/167/61394744_3/main/main780.jpg,,N,SELL,쏘나타 뉴 라이즈 2017±1,25,1210,93525,0.1322,-0.1906,,39.8
EC61390320,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61390320,현대,코나,코나,현대 코나 1.6 터보 2WD 모던,1.6 터보 2WD 모던,1.6,2019-05,2019,2019,115577,990,,1062,가솔린,가솔린,오토,1591,SUV,SUV,단순수리,,,후방카메라|열선시트|스마트키|내비|크루즈,광명직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture09/pic6139/kcarM_61390320_045.jpg,,N,SELL,코나 2019±1,10,1140.0,96208,0.1316,-0.2013,,39.7
EC61391808,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61391808,현대,그랜저 IG,그랜저,현대 그랜저 IG 2.4 모던 ,2.4 모던,2.4,2018-01,2018,2018,96235,1220,,1308,가솔린,가솔린,오토,2359,세단,대형차,무사고,,,후방카메라|열선시트|스마트키|내비|크루즈,울산직영점 경남,,,https://img.kcar.com/carpicture/carpicture09/pic6139/kcarM_61391808_045.jpg,,N,SELL,그랜저 IG 2018±1,27,1240,107014,0.0161,0.1007,,39.1
EC61404263,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61404263,현대,더 뉴 아반떼 AD,아반떼,현대 더 뉴 아반떼 AD 1.6 스마트 초이스,1.6 스마트 초이스,1.6,2020-01,2020,2020,76857,1080,,1159,가솔린,가솔린,오토,1598,세단,준중형차,단순수리,,,후방카메라|열선시트|스마트키|내비,원주직영점 강원,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61404263_045.jpg,,N,SELL,더 뉴 아반떼 AD 2020±1,14,1180.0,84434,0.0847,0.0897,,38.7
EC61401475,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61401475,기아,올 뉴 K7,K7,기아 올 뉴 K7 2.4 GDI 리미티드 ,2.4 GDI 리미티드,2.4,2018-03,2018,2018,82370,1280,,1373,가솔린,가솔린,오토,2359,세단,대형차,무사고,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,서초직영점 서울,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61401475_045.jpg,,N,SELL,올 뉴 K7 2018±1,20,1190.0,94728,-0.0756,0.1305,,38.7
EC61409688,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61409688,기아,니로,니로,기아 니로 프레스티지 ,프레스티지,프레스티지,2017-11,2017,2018,80257,1250,,1340,하이브리드,가솔린+전기,오토,1580,SUV,SUV,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,영등포직영점 서울,,,https://img.kcar.com/3dcarpicture/2026/09/010/61409688_1/main/main780.jpg,영업용,N,SELL,니로 2017±1,14,1235.0,100974,-0.0121,0.2052,,38.7
EC61388142,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61388142,기아,스토닉,스토닉,기아 스토닉 1.6 디젤 프레스티지,1.6 디젤 프레스티지,1.6,2017-11,2017,2018,116708,830,,891,디젤,디젤,오토,1582,SUV,SUV,무사고,,,후방카메라|열선시트|스마트키|내비|크루즈,아산직영점 충남,,,https://img.kcar.com/3dcarpicture/2026/07/174/61388142_2/main/main780.jpg,출퇴근용|영업용,N,SELL,스토닉 2017±1 / 1.6 계열,13,910,106938,0.0879,-0.0914,트림계열 세분(가격 산포 큼),38.2
EC61408096,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61408096,현대,그랜저 IG,그랜저,현대 그랜저 IG 3.0 익스클루시브 세부등급 없음,3.0 익스클루시브,3.0,2018-04,2018,2018,108251,1090,,1169,가솔린,가솔린,오토,2999,세단,대형차,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,안양직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61408096_045.jpg,,N,SELL,그랜저 IG 2018±1,27,1240,107014,0.121,-0.0116,,38.1
EC61403302,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61403302,현대,더 뉴 아반떼 AD,아반떼,현대 더 뉴 아반떼 AD 1.6 스마트,1.6 스마트,1.6,2018-10,2018,2019,67755,1110,,1191,가솔린,가솔린,오토,1598,세단,준중형차,단순수리,,,열선시트|스마트키,포천직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/08/145/61403302_1/main/main780.jpg,,N,SELL,더 뉴 아반떼 AD 2018±1,17,1190,84121,0.0672,0.1946,,38.1
EC61408489,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61408489,현대,아반떼 AD,아반떼,현대 아반떼 AD 1.6 GDI 밸류 플러스 ,1.6 GDI 밸류 플러스,1.6,2018-03,2018,2018,76535,1020,,1094,가솔린,가솔린,오토,1591,세단,준중형차,무사고,,,후방카메라|열선시트|스마트키|내비,강서직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61408489_045.jpg,,N,SELL,아반떼 AD 2018±1,13,1010,86906,-0.0099,0.1193,,38.0
EC61403188,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61403188,기아,스토닉,스토닉,기아 스토닉 1.4 가솔린 프레스티지,1.4 가솔린 프레스티지,1.4,2018-03,2018,2018,67965,1280,,1373,가솔린,가솔린,오토,1368,SUV,SUV,무사고,,,후방카메라|열선시트|스마트키|내비|크루즈,화성직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/08/175/61403188_1/main/main780.jpg,,N,SELL,스토닉 2018±1 / 1.4 계열,19,1120,77185,-0.1429,0.1195,트림계열 세분(가격 산포 큼),38.0
EC61389157,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61389157,현대,쏘나타 뉴 라이즈,쏘나타,현대 쏘나타 뉴 라이즈 2.0 스마트 스페셜 ,2.0 스마트 스페셜,2.0,2018-09,2018,2019,116719,1070,,1148,가솔린,가솔린,오토,1999,세단,중형차,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,해운대직영점 경남,,,https://img.kcar.com/carpicture/carpicture08/pic6138/kcarM_61389157_045.jpg,,N,SELL,쏘나타 뉴 라이즈 2018±1,28,1215.0,93053,0.1193,-0.2543,,37.9
EC61404520,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61404520,현대,싼타페 더 프라임,싼타페,현대 싼타페 더 프라임 디젤 2.0 2WD 프리미엄,디젤 2.0 2WD 프리미엄,디젤,2017-08,2017,2018,114524,1060,,1137,디젤,디젤,오토,1995,SUV,SUV,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,포천직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/08/145/61404520_1/main/main780.jpg,출퇴근용|영업용,N,SELL,싼타페 더 프라임 2017±1,9,1250,104400,0.152,-0.097,,37.8
EC61405773,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61405773,현대,아반떼 AD,아반떼,현대 아반떼 AD 1.6 GDI 스마트 스페셜,1.6 GDI 스마트 스페셜,1.6,2017-02,2017,2017,114406,890,,955,가솔린,가솔린,오토,1591,세단,준중형차,단순수리,,,후방카메라|열선시트|스마트키|내비,광주풍암직영점 전남,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61405773_045.jpg,,N,SELL,아반떼 AD 2017±1,13,1010,86906,0.1188,-0.3164,,37.8
EC61410080,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61410080,기아,니로,니로,기아 니로 럭셔리 ,럭셔리,럭셔리,2018-03,2018,2018,97148,1250,,1340,하이브리드,가솔린+전기,오토,1580,SUV,SUV,무사고,,,후방카메라|열선시트|스마트키|내비,광주수완직영점 전남,,,https://img.kcar.com/carpicture/carpicture01/pic6141/kcarM_61410080_045.jpg,영업용,N,SELL,니로 2018±1,15,1250,101442,0.0,0.0423,,37.8
EC61410308,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61410308,기아,올 뉴 K7,K7,기아 올 뉴 K7 3.0 GDI 프레스티지 ,3.0 GDI 프레스티지,3.0,2018-06,2018,2018,83714,1250,,1340,가솔린,가솔린,오토,2999,세단,대형차,무사고,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,대전유성직영점 충남,,,https://img.kcar.com/carpicture/carpicture01/pic6141/kcarM_61410308_045.jpg,,N,SELL,올 뉴 K7 2018±1,20,1190.0,94728,-0.0504,0.1163,,37.8
EC61410477,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61410477,기아,올 뉴 K7,K7,기아 올 뉴 K7 3.3 GDI 리미티드 에디션 ,3.3 GDI 리미티드 에디션,3.3,2017-01,2017,2017,94542,1130,,1212,가솔린,가솔린,오토,3342,세단,대형차,무사고,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,원주직영점 강원,,,https://img.kcar.com/carpicture/carpicture01/pic6141/kcarM_61410477_045.jpg,,N,SELL,올 뉴 K7 2017±1,20,1190.0,94728,0.0504,0.002,,37.7
EC61387700,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61387700,기아,니로,니로,기아 니로 프레스티지 ,프레스티지,프레스티지,2018-01,2018,2018,100506,1150,,1234,하이브리드,가솔린+전기,오토,1580,SUV,SUV,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,영등포직영점 서울,,,https://img.kcar.com/carpicture/carpicture08/pic6138/kcarM_61387700_045.jpg,영업용,N,SELL,니로 2018±1,15,1250,101442,0.08,0.0092,,37.6
EC61396880,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61396880,기아,스토닉,스토닉,기아 스토닉 1.4 가솔린 프레스티지,1.4 가솔린 프레스티지,1.4,2018-08,2018,2018,31613,1300,,1394,가솔린,가솔린,오토,1368,SUV,SUV,단순수리,,,후방카메라|열선시트|스마트키,포천직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture09/pic6139/kcarM_61396880_045.jpg,,N,SELL,스토닉 2018±1 / 1.4 계열,19,1120,77185,-0.1607,0.5904,트림계열 세분(가격 산포 큼),37.5
EC61402933,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61402933,기아,더 뉴 K5 2세대,K5,기아 더 뉴 K5 2세대 2.0 노블레스,2.0 노블레스,2.0,2018-07,2018,2019,115631,1100,,1180,가솔린,가솔린,오토,1999,세단,중형차,무사고,,,후방카메라|통풍시트|열선시트|스마트키|크루즈,광명직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61402933_045.jpg,,N,SELL,더 뉴 K5 2세대 2018±1,14,1175.0,79514,0.0638,-0.4542,,37.1
EC61388291,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61388291,기아,니로,니로,기아 니로 프레스티지 ,프레스티지,프레스티지,2018-12,2018,2018,98658,1300,,1394,하이브리드,가솔린+전기,오토,1580,SUV,SUV,무사고,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,포천직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/07/145/61388291_2/main/main780.jpg,영업용,N,SELL,니로 2018±1,15,1250,101442,-0.04,0.0274,,36.8
EC61402890,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61402890,기아,니로,니로,기아 니로 프레스티지 ,프레스티지,프레스티지,2017-10,2017,2018,116037,1120,,1201,하이브리드,가솔린+전기,오토,1580,SUV,SUV,단순수리,,,후방카메라|통풍시트|열선시트|스마트키|크루즈,인천직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61402890_045.jpg,영업용,N,SELL,니로 2017±1,14,1235.0,100974,0.0931,-0.1492,,36.5
EC61405312,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61405312,기아,올 뉴 K7,K7,기아 올 뉴 K7 2.4 GDI 리미티드 ,2.4 GDI 리미티드,2.4,2017-07,2017,2017,97862,1140,,1223,가솔린,가솔린,오토,2359,세단,대형차,무사고,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,안양직영점 경기/인천,,,https://img.kcar.com/carpicture/carpicture10/pic6140/kcarM_61405312_045.jpg,,N,SELL,올 뉴 K7 2017±1,20,1190.0,94728,0.042,-0.0331,,36.3
EC61408236,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61408236,기아,올 뉴 K3,K3,기아 올 뉴 K3 럭셔리 ,럭셔리,럭셔리,2019-02,2019,2019,82678,1240,,1330,가솔린,가솔린,오토,1598,세단,준중형차,무사고,,,후방카메라|통풍시트|열선시트|스마트키|내비|크루즈,경인직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/09/142/61408236_1/main/main780.jpg,,N,SELL,올 뉴 K3 2019±1,9,1140,91330,-0.0877,0.0947,,36.3
EC61407373,https://www.kcar.com/bc/detail/carInfoDtl?i_sCarCd=EC61407373,기아,스토닉,스토닉,기아 스토닉 1.4 가솔린 디럭스,1.4 가솔린 디럭스,1.4,2020-02,2020,2020,55294,1190,,1276,가솔린,가솔린,오토,1368,SUV,SUV,단순수리,,,후방카메라|열선시트|내비|크루즈,안성직영점 경기/인천,,,https://img.kcar.com/3dcarpicture/2026/09/167/61407373_1/main/main780.jpg,,N,SELL,스토닉 2020±1,19,1150,77045,-0.0348,0.2823,,36.3
